Customer Name,Age,Gender,Marital Status,Education Level,Income Level,Occupation,Account Balance,Length of Time with Bank (Months),Transaction Frequency,Average Transaction Amount,Digital Banking Usage,Customer Service Interactions,Sentiment Score,Life Event,Competitor Proximity,Market Conditions,Customer Interactions,Product Usage,Customer Satisfaction,Customer Engagement
Deborah Lee,71,Female,Single,Master's Degree,164538,Skilled Labor,8646.962974967664,138,83,249.69655650113202,Medium,11,0.21648940602556022,Divorce,Close,Fair,43,Low,4,3
Michelle Martin,49,Female,Single,High School,37001,Skilled Labor,1834.8228002973055,170,9,546.205239717829,High,0,0.927148824688561,None,Moderate,Poor,13,High,1,3
Stephanie Adams,40,Male,Married,Master's Degree,107881,Managerial,8506.165192539522,32,78,313.17133685850183,Medium,3,0.3719229265180657,Marriage,Close,Poor,38,Medium,2,3
Matthew Smith,70,Female,Divorced,Master's Degree,64506,Technical,9899.709295825372,68,33,804.789571578126,Medium,13,0.5841323456847624,Relocation,Far,Poor,40,Medium,3,1
Juan Fisher,86,Male,Married,Master's Degree,156058,Professional,1390.2483630935192,244,81,102.54955615000034,Low,7,0.7187903440387773,Divorce,Far,Good,23,High,3,2
Austin Hines,73,Female,Married,Bachelor's Degree,164735,Managerial,1454.1691219696518,12,52,663.3066171267498,Low,14,0.5765541270741849,None,Moderate,Fair,32,Low,3,2
Pamela Miller,23,Male,Single,High School,134507,Administrative,344.0974841194011,202,53,480.6181164780373,Low,9,0.24312209342515956,Divorce,Far,Poor,36,Low,4,3
Emma Gray,18,Female,Widowed,PhD,188522,Managerial,8125.958626918489,63,19,753.6859640137868,High,2,0.23230587332312136,Marriage,Close,Fair,11,Medium,4,2
Austin Oneal,62,Female,Single,Master's Degree,91563,Technical,1208.6201103641802,199,43,126.15250062620518,Low,3,0.670876904097486,Relocation,Close,Poor,44,High,1,4
Robert Lewis,42,Female,Widowed,High School,98341,Unskilled Labor,5692.702150505934,188,77,483.94308307233575,Medium,11,0.9555393580957092,Relocation,Moderate,Good,26,Low,2,2
David Mejia,18,Male,Single,PhD,163573,Unskilled Labor,8368.153532411783,126,8,647.6655271264998,Low,7,0.195786309913484,None,Far,Fair,17,Low,4,2
Tyler Smith,81,Female,Widowed,Master's Degree,41699,Administrative,9923.682895382777,147,29,769.0194521804275,High,14,0.16225381219215562,Divorce,Moderate,Poor,38,High,4,1
Melissa Blake,61,Male,Divorced,Master's Degree,71864,Administrative,2847.2430406048998,255,18,920.2831469877962,Low,9,0.34003827084369387,Relocation,Far,Good,18,Low,4,2
Doris Johnson,46,Male,Divorced,Master's Degree,171226,Technical,1228.83099443865,103,78,568.1802775262798,Medium,6,0.4675447378348463,None,Moderate,Fair,12,Medium,4,2
Tiffany Watts,68,Female,Widowed,PhD,62626,Professional,1862.4036580116976,106,69,663.8756500973608,High,17,0.8289989888959846,None,Far,Good,24,Low,2,2
Michael Mills,49,Female,Married,Master's Degree,88732,Managerial,1835.1480325968516,9,70,537.7232141683016,High,1,0.611239111769255,Birth,Moderate,Poor,45,Medium,1,2
Lauren Tucker,71,Female,Married,High School,70458,Administrative,9471.306577290228,188,96,186.4162166923276,High,10,0.5393296854106968,Divorce,Moderate,Good,14,Low,1,4
Robyn Evans,24,Male,Widowed,Master's Degree,123750,Technical,6839.415573183534,171,88,93.20270690735927,High,16,0.47864608601988556,Relocation,Far,Poor,26,Medium,1,2
Kaitlin Ward,82,Female,Married,High School,80834,Unskilled Labor,331.4239804673036,224,5,31.20171272145259,Low,9,0.16500286579143641,Marriage,Moderate,Poor,42,High,1,4
Brittney Kennedy,43,Male,Widowed,PhD,114931,Managerial,1690.503414509422,13,70,263.9462170755062,Medium,14,0.25659168595792403,Marriage,Close,Fair,16,Medium,4,3
Jordan Adkins,55,Female,Divorced,Bachelor's Degree,65901,Managerial,794.6256200991153,165,22,975.6580628782607,High,18,0.5875782117393715,None,Far,Poor,0,Low,2,2
Erika Lang,89,Male,Married,PhD,132041,Administrative,4212.037173866095,289,10,258.31975881275343,High,9,0.7724327380493584,Birth,Far,Fair,25,Low,1,2
William Lyons,41,Female,Divorced,Bachelor's Degree,73103,Professional,4636.688171456795,132,4,785.0189425886219,High,1,0.7168579010923497,Divorce,Close,Poor,49,High,3,4
Robert Matthews,25,Male,Married,High School,75531,Unskilled Labor,5456.45033836493,141,66,371.99656189555947,High,10,0.22560119303005466,Relocation,Far,Good,28,High,1,3
Donna Smith,20,Male,Single,Bachelor's Degree,167740,Technical,1994.375373626377,292,54,525.1678485594056,Medium,8,0.10451926931426847,Marriage,Close,Poor,28,Medium,2,3
Holly Anderson,70,Female,Widowed,Master's Degree,47057,Technical,6519.415928536983,176,50,812.8984828402847,Low,13,0.40926075676056306,Birth,Moderate,Fair,39,High,1,2
Steven Jones,83,Female,Married,Bachelor's Degree,192761,Managerial,4408.153501836886,4,60,889.9231283784939,Low,17,0.7438517257055324,None,Moderate,Poor,41,Medium,4,2
Leslie Melton,46,Female,Divorced,Master's Degree,104523,Skilled Labor,794.5306553704079,20,6,509.84543299330943,Low,8,0.4594454646515328,Birth,Far,Poor,49,Medium,1,2
Carol Chandler,67,Male,Married,Bachelor's Degree,21556,Managerial,86.96501103405585,113,51,922.8431731974183,High,18,0.27549091270167825,Divorce,Moderate,Poor,4,High,3,3
John Lewis,24,Female,Married,High School,51867,Unskilled Labor,7980.753437332568,6,73,764.4556761172698,Medium,13,0.7380930125158762,Divorce,Moderate,Good,12,High,3,3
Lauren Lyons,75,Male,Widowed,High School,122780,Technical,617.7544189644734,22,99,749.7291619180982,High,10,0.38031528668065673,Divorce,Far,Good,13,Low,1,4
Patricia Cervantes,70,Female,Divorced,PhD,82604,Technical,4857.797911195938,203,20,102.75830246913809,Medium,8,0.6238479427271335,Divorce,Far,Good,48,Low,3,2
Kim Herrera,75,Male,Divorced,High School,132732,Professional,6750.53084039676,245,84,114.13544343952223,High,3,0.81756544274511,None,Moderate,Good,36,Low,3,3
Mr. Gabriel Best,79,Female,Single,Bachelor's Degree,55801,Administrative,1150.4102168334261,148,99,618.5182675700568,Low,12,0.24802509892286906,Divorce,Moderate,Poor,2,Low,2,1
Leslie Smith,55,Female,Married,High School,125506,Technical,2207.340330018027,245,79,567.0792583319499,Low,1,0.21067163967656677,None,Close,Good,16,Medium,3,1
Julie Webster,42,Male,Married,Bachelor's Degree,126534,Skilled Labor,75.39168764727377,5,56,49.68746704651484,Low,19,0.34697209198386547,Relocation,Moderate,Good,17,High,4,2
Kristin Lane,76,Male,Widowed,PhD,56025,Administrative,5934.411421260795,163,24,457.733589879204,High,16,0.27273793044917793,Divorce,Far,Fair,2,Medium,2,2
Jonathan Miller,78,Male,Single,High School,147693,Professional,8481.546440349082,238,30,677.4039139935448,High,18,0.5278846068226449,Birth,Close,Poor,31,Low,3,2
Stephanie Lopez,59,Female,Single,High School,193921,Unskilled Labor,8436.468844074536,52,38,233.97989346281813,Medium,16,0.28853554168533835,Divorce,Close,Good,26,High,1,1
Edward Walker,67,Male,Single,High School,50667,Managerial,101.96643067761913,273,15,441.93929105709935,High,14,0.4179651663436521,Marriage,Close,Fair,0,Medium,4,4
Kelly Rogers,19,Female,Married,Bachelor's Degree,152829,Professional,7374.462588483579,93,82,258.5162471697073,High,3,0.8150595482922453,Relocation,Far,Good,20,Low,1,4
Michael Ward,83,Female,Divorced,Master's Degree,39421,Technical,7145.248494360896,82,83,492.92133290788604,High,16,0.11366219199093042,Relocation,Close,Poor,44,High,2,4
Jason Manning,56,Female,Widowed,High School,181651,Skilled Labor,931.3567675392642,155,0,800.3377699957184,Medium,10,0.5571182690718204,Divorce,Close,Good,21,High,4,2
Victoria Meyers,45,Female,Married,Bachelor's Degree,57347,Technical,5630.100422904182,64,21,872.7665869079584,Medium,16,0.8952873913388498,Marriage,Close,Poor,15,Low,4,3
Valerie Anderson,88,Male,Single,Bachelor's Degree,39495,Unskilled Labor,1725.0310970187888,120,71,597.8036756540678,Low,7,0.598517724177912,Relocation,Close,Poor,41,Medium,3,2
Susan Turner,41,Female,Single,Master's Degree,173575,Unskilled Labor,9467.149023009137,154,93,244.88015785551528,Medium,9,0.3852560728762213,Marriage,Far,Good,34,High,1,1
Robert Knight,84,Male,Divorced,High School,172612,Managerial,9504.184284283405,198,89,884.5150413679994,Low,17,0.4687115809322425,Birth,Far,Good,45,Medium,2,1
Keith Lee,30,Female,Widowed,PhD,191717,Unskilled Labor,8538.492812875604,8,73,688.2621844317404,Low,1,0.7848635767220657,Divorce,Moderate,Poor,8,High,3,4
Victoria Mckee,65,Female,Divorced,PhD,26254,Managerial,168.82501078602786,56,55,747.212595837061,High,11,0.7783171250542238,Relocation,Moderate,Poor,32,Low,4,1
Christopher Hansen,52,Male,Married,PhD,183107,Technical,8311.962604303848,156,61,338.9786973792551,Low,2,0.3274063604556201,Divorce,Moderate,Poor,39,Low,4,4
Phyllis Beck,78,Male,Single,Master's Degree,195060,Managerial,4534.369916485768,139,35,373.6036055971126,High,11,0.3343751471478684,Divorce,Close,Fair,21,Medium,2,3
Elizabeth Dean,46,Female,Widowed,High School,36076,Technical,7902.813335402553,35,43,751.1152806246506,High,7,0.7016587729811441,Relocation,Close,Poor,16,Medium,1,4
Linda Montgomery,55,Female,Divorced,PhD,138714,Managerial,6988.6870307012505,206,12,316.84039160105107,Medium,11,0.7682301613644352,Relocation,Close,Good,30,High,1,4
Valerie Bowen,88,Female,Married,PhD,75766,Administrative,6870.632655718201,161,28,580.572601839796,Low,0,0.8815099765725967,Divorce,Moderate,Poor,43,High,4,3
Philip Martin,24,Female,Widowed,Master's Degree,90952,Professional,2048.211616111828,46,79,343.5091348506969,Medium,19,0.2176702182582213,Birth,Moderate,Fair,43,Medium,4,4
Mitchell Lozano,68,Female,Divorced,PhD,81778,Managerial,8285.76152128846,91,58,597.8082509318543,High,14,0.4492276080581359,Birth,Close,Poor,10,Low,1,1
Philip Olson,87,Female,Widowed,PhD,55816,Technical,8075.41493837468,122,46,398.06168536168775,Low,12,0.7445695009628689,Divorce,Close,Poor,46,Low,1,4
Mrs. Jaclyn Pitts,86,Male,Widowed,Bachelor's Degree,31035,Skilled Labor,9329.631260615486,280,50,470.7527440549144,Medium,19,0.8611926482310206,Relocation,Close,Poor,3,Medium,4,4
Kellie Carter,20,Male,Married,PhD,128985,Unskilled Labor,5992.397279613617,196,98,365.41599801200414,Low,2,0.2992729644894909,Relocation,Far,Fair,47,High,1,4
Grace Best,28,Female,Divorced,High School,84033,Unskilled Labor,4827.479411948565,213,97,413.32563555686875,Low,14,0.0069413703990425235,Relocation,Far,Fair,49,High,3,2
Jordan Carr,89,Female,Married,High School,155856,Unskilled Labor,9913.554561576128,47,88,819.1495788462774,High,2,0.6641971542016913,Relocation,Moderate,Good,44,Low,1,4
Christine Davis,36,Female,Widowed,PhD,30720,Unskilled Labor,1020.3178467626584,274,18,39.948967343862805,Medium,5,0.32726441812179896,None,Moderate,Poor,47,High,4,2
William Davis,74,Male,Married,High School,194468,Professional,491.620013510502,176,62,560.4880125043268,Medium,0,0.3611312161796484,Marriage,Far,Fair,21,Low,4,2
Karen Anderson,63,Male,Widowed,PhD,61883,Professional,610.035204121131,222,29,455.53523778795335,High,3,0.9904047359016638,Relocation,Far,Poor,38,Low,2,3
Cynthia Lewis,40,Female,Divorced,Master's Degree,70959,Unskilled Labor,629.9602190356202,137,31,886.8678367143482,Medium,17,0.8797238015931863,Birth,Moderate,Poor,1,High,1,1
Christopher Miller,73,Male,Single,PhD,184885,Technical,2676.7831047196833,284,7,23.757928603145075,Low,14,0.4015201837716277,Birth,Moderate,Fair,19,Medium,3,3
Danielle Reynolds,36,Male,Married,High School,131752,Administrative,703.0733319183657,253,69,330.1040681722437,High,13,0.726961614741648,Birth,Close,Good,16,Medium,4,1
Bryan Collins,40,Female,Divorced,Master's Degree,162702,Administrative,4123.584086915378,146,18,670.6223555296866,High,7,0.5102486630062577,None,Close,Fair,43,Low,3,1
Brian Scott,31,Female,Divorced,PhD,91462,Technical,8043.1060857461525,171,47,716.5930656713225,Low,12,0.25753629425274893,Marriage,Moderate,Fair,23,High,3,4
Gregory Wolfe,35,Female,Divorced,PhD,150234,Unskilled Labor,5459.37012264494,291,53,90.23661606581472,High,5,0.3810672284871093,Marriage,Close,Good,36,High,4,3
Melissa Jackson,33,Male,Married,PhD,150130,Professional,3773.349042501647,276,73,821.0619819846177,High,3,0.6215570368661926,Marriage,Close,Good,44,High,1,3
Robert Bowman,70,Female,Widowed,Bachelor's Degree,34552,Professional,6227.733138083235,246,15,714.4270256235379,Low,0,0.21966233826240222,Divorce,Moderate,Good,3,High,4,1
Nicholas Baker,66,Male,Married,Bachelor's Degree,71803,Professional,896.2037758673147,252,59,893.8081288549855,Medium,5,0.7052454440828674,Relocation,Close,Poor,34,High,3,2
Carlos Berger,42,Female,Divorced,High School,22771,Professional,6933.187543625208,277,68,133.6977428529459,High,9,0.002966735248209007,Divorce,Moderate,Good,28,Low,2,4
Marc Wood,62,Male,Married,High School,128342,Professional,4569.78951453778,70,48,277.94076523040246,High,17,0.9091565317840756,Birth,Far,Fair,3,High,1,3
Teresa Phillips,34,Male,Single,High School,137213,Unskilled Labor,1230.532136037813,100,80,613.4934704779262,Low,8,0.9211016665952547,Relocation,Moderate,Fair,44,High,4,3
Brittany Collins,53,Female,Divorced,Master's Degree,185476,Unskilled Labor,6411.906332070458,80,5,744.2625186402539,Medium,4,0.5032321458564082,Relocation,Far,Fair,17,Medium,3,3
Deborah Vaughn,59,Male,Widowed,Bachelor's Degree,112062,Managerial,3293.1285235760856,191,38,583.8372729487232,Medium,19,0.11506734675259345,Marriage,Moderate,Good,23,High,2,4
Deborah Maldonado,30,Female,Single,PhD,163953,Administrative,648.9165288033149,284,20,97.96083490449996,High,5,0.6893624284120083,Marriage,Close,Poor,25,High,3,1
Dr. Karen Alvarez MD,45,Female,Married,Bachelor's Degree,137964,Managerial,1120.2539322700445,13,83,429.9674589556163,High,17,0.3150680404217071,Birth,Close,Fair,23,Medium,4,2
Jose Bryant,79,Male,Divorced,PhD,174950,Unskilled Labor,1519.937382096287,126,96,789.9862266484519,Low,3,0.789372272638127,Divorce,Far,Fair,35,Medium,1,3
Benjamin Barry,80,Male,Single,High School,85135,Skilled Labor,9527.591096093369,165,20,792.124275484036,Medium,3,0.6229517433711753,None,Close,Poor,20,High,2,3
Margaret Ferguson,79,Male,Single,Master's Degree,127696,Unskilled Labor,4395.423520322752,228,47,322.01415835158656,Medium,8,0.606695035921467,Relocation,Moderate,Good,27,High,4,1
Natalie Brock,41,Male,Married,Bachelor's Degree,26780,Managerial,7526.560344847655,35,5,943.384243911854,Low,8,0.27610133608503495,Marriage,Close,Good,44,High,4,1
Daniel Haynes,75,Male,Married,High School,36963,Unskilled Labor,3576.8019909400196,195,19,840.4206028525325,High,13,0.8581863830492771,Divorce,Close,Good,5,High,1,2
Brenda Martin,31,Male,Divorced,PhD,175743,Professional,5889.333344624248,21,13,505.697587861092,Medium,3,0.5625090554857637,None,Close,Poor,26,High,1,4
James Smith,28,Female,Single,High School,82721,Administrative,3793.409904691695,156,28,753.0691283362631,Low,19,0.14736472250069654,Relocation,Close,Fair,21,High,4,2
Zachary Shaffer,78,Male,Widowed,PhD,88201,Professional,7007.236595984503,285,66,390.1472040001568,Low,18,0.7111434502191653,Divorce,Moderate,Fair,7,Medium,2,3
Anna Jackson,42,Male,Single,Master's Degree,194118,Technical,8647.769647669877,38,94,934.3062191627453,Medium,11,0.46596344528722833,Birth,Moderate,Good,38,Low,3,3
Tyler Cruz,72,Male,Single,Master's Degree,115200,Administrative,1856.1284864648142,86,0,362.78813407195895,Medium,5,0.6036632233286399,Marriage,Moderate,Good,43,Medium,1,4
Cynthia Andrews,33,Male,Single,Master's Degree,108157,Professional,9559.07227021332,4,66,978.4924205186601,Medium,16,0.01086716918105346,Birth,Close,Fair,42,Low,3,1
Robert Nguyen,52,Female,Divorced,Master's Degree,144998,Technical,52.40051194304485,123,50,744.3236104584779,Low,16,0.5170297275266418,Marriage,Far,Good,17,Low,1,1
Melissa White,28,Male,Married,Bachelor's Degree,70450,Skilled Labor,7016.3251959808495,200,76,731.1333027852658,High,14,0.7317962571374738,None,Moderate,Good,43,Low,3,2
Gerald King,47,Female,Widowed,Bachelor's Degree,109828,Administrative,7542.8354642205895,257,42,685.4075018556647,Medium,11,0.1375383071102384,Divorce,Close,Good,7,Low,2,4
William Phillips,89,Male,Divorced,Master's Degree,122601,Administrative,1732.0688745644086,125,78,990.4390408140994,Medium,3,0.8023515532440584,Relocation,Close,Poor,21,Low,4,3
Michael Solis,83,Female,Single,Master's Degree,126869,Managerial,8737.687377686623,136,86,507.6985078748948,Medium,11,0.8945422397530325,Relocation,Close,Fair,3,High,3,2
Laurie Henderson,68,Male,Divorced,Bachelor's Degree,119547,Administrative,3979.160096475193,116,18,65.0166930844575,Medium,16,0.9721605469925039,None,Moderate,Good,33,Low,1,1
Tyler Carter,86,Male,Divorced,Bachelor's Degree,163823,Managerial,2782.838619961706,139,34,208.4540887996611,Low,10,0.07751845228455878,None,Far,Good,19,High,4,2
Steven Smith,25,Female,Widowed,Master's Degree,147635,Unskilled Labor,9412.511583533102,119,90,105.30767630426072,Medium,6,0.8020127355063416,None,Moderate,Poor,47,Medium,4,4
Michael Dudley,46,Male,Widowed,High School,100586,Skilled Labor,9461.409175974664,21,30,438.4349568498913,High,16,0.27161065228312475,Divorce,Moderate,Fair,34,Medium,2,1
Randy Marks,47,Female,Single,Master's Degree,92073,Professional,1932.564581138121,205,70,548.5664206234416,Medium,15,0.9311562007463651,None,Close,Good,29,Medium,3,4
Richard Barker,22,Female,Married,Bachelor's Degree,139610,Managerial,4550.610585862019,187,49,994.5793109831133,Medium,3,0.0789223936637059,Marriage,Far,Good,43,Low,2,1
Maurice Bautista,81,Male,Single,Bachelor's Degree,59308,Unskilled Labor,1516.1776715927178,111,26,201.60200446396232,Medium,0,0.608274773679058,Relocation,Far,Poor,3,High,2,2
Victoria Ford,78,Male,Widowed,PhD,129408,Administrative,9660.173987684171,191,52,414.3774548819134,Low,8,0.15815628980039442,None,Far,Poor,26,Low,1,3
Tricia Smith,82,Male,Divorced,PhD,162364,Administrative,4063.3676362289216,148,9,498.24382641930254,Medium,0,0.932477560139315,None,Far,Poor,42,Low,2,4
Elizabeth White,68,Female,Divorced,High School,180129,Managerial,5895.026213126279,279,91,791.3200661494658,Low,12,0.5439445872964499,Relocation,Close,Good,2,Low,1,3
Victor Long,48,Male,Divorced,Bachelor's Degree,31518,Administrative,2339.4343753346693,283,11,395.610216205686,Low,12,0.3031569987366015,Relocation,Moderate,Fair,1,High,3,4
Stephanie Gould,67,Female,Single,PhD,186900,Professional,2389.934269870743,34,22,762.6397009907463,Low,15,0.027250306589220785,Relocation,Far,Poor,25,Low,4,2
Jay Bruce,50,Female,Married,Bachelor's Degree,38845,Managerial,9183.438402015043,227,71,239.95590648442288,High,12,0.49793935743291595,Relocation,Far,Poor,20,Low,4,4
Autumn Nelson,61,Male,Widowed,PhD,186264,Professional,4534.880103467726,247,62,291.2287286214835,Medium,16,0.3587874351662125,Relocation,Close,Good,41,High,4,1
Andre Santana,73,Female,Single,Bachelor's Degree,104498,Technical,9837.914350778743,242,37,938.4040997643258,High,18,0.30497557754680493,Birth,Close,Fair,26,Medium,3,3
Barbara Ballard,64,Female,Married,Master's Degree,97177,Professional,4387.129576961016,205,24,616.940603870753,Medium,19,0.3350159540535186,Birth,Moderate,Good,41,Medium,2,2
Pamela Juarez,72,Male,Widowed,High School,168236,Unskilled Labor,3332.6186895179235,115,2,266.6791567303889,Medium,14,0.5594578157683406,None,Close,Poor,29,Medium,1,2
Laura Jones,87,Female,Divorced,High School,50797,Administrative,2948.766959491624,297,78,228.83567019816195,Low,8,0.4750110710369476,Divorce,Close,Good,11,High,4,4
